"","id","company_urlname","company_id","shares","C2B_likes","total_comments","created_date","post_time","post_date","weekday","time","type","afinnscore","bingscore","anger","anticipation","disgust","fear","joy","negative","positive","sadness","surprise","trust","message"
"794",794,"dodge","7346304223",123,1141,122,"2012-01-06","23:44:51","2012-01-06",5,"night","link",NA,NA,0,0,0,2,0,0,0,0,0,0,"we'll be debuting the all-new 2013 dodge dart at the north american international auto show monday. stay tuned to the dodge dart at naias tab for show coverage, and check out redline dodge to see a live stream of the unveiling monday, at 8:45 am est."
"795",795,"dodge","7346304223",75,497,34,"2012-01-05","22:38:34","2012-01-05",4,"night","link",7,2,1,2,0,1,1,1,3,0,0,2,"dodge grand caravan, durango, charger, journey and avenger were all recently named ""top safety picks"" by the insurance institute for highway safety!"
"796",796,"dodge","7346304223",213,1372,186,"2012-01-05","15:30:14","2012-01-05",4,"afternoon","photo",-1,NA,1,0,1,1,0,1,0,1,0,0,"throwback thursday trivia: in 1960, dodge debuted three vehicles featuring then cutting edge ""unibody"" construction.  what were they?"
"797",797,"dodge","7346304223",236,1916,113,"2012-01-04","22:22:04","2012-01-04",3,"night","video",NA,1,2,1,1,1,0,2,1,0,0,2,"watch part two of our dodge avenger video series, as our own pieter hogeveen takes us through the newly refined 2012 avenger interior."
"798",798,"dodge","7346304223",71,516,20,"2012-01-04","16:03:55","2012-01-04",3,"afternoon","link",8,1,0,2,0,0,1,0,3,0,3,2,"the non-profit animal aid foundation raffle for rescue is offering a chance to win a 2012 dodge challenger srt8 to help animals in need."
"799",799,"dodge","7346304223",133,1056,114,"2012-01-03","23:13:39","2012-01-03",2,"night","link",NA,NA,0,0,0,1,0,0,0,0,0,0,"it's almost here! next monday, we'll reveal the all-new 2013 dodge dart live, at the north american international auto show."
"800",800,"dodge","7346304223",0,802,254,"2012-01-03","16:00:01","2012-01-03",2,"afternoon","link",2,1,0,0,0,0,1,0,2,0,0,1,"dodge durango has been chosen as one of left lane news' ""10 best""! what is your favorite dodge?"
"801",801,"dodge","7346304223",91,986,37,"2012-01-02","20:33:52","2012-01-02",1,"night","link",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"check out redline dodge's ""map"" of the dodge challenger: "
"802",802,"dodge","7346304223",273,3899,215,"2012-01-01","05:00:03","2012-01-01",7,"early morning","photo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hemi new year from dodge!"
"803",803,"Ferrari","24712846969",703,5230,103,"2012-03-12","17:12:30","2012-03-12",1,"afternoon","video",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"discover her here: www.f12berlinetta.com!"
"804",804,"Ferrari","24712846969",778,8217,131,"2012-03-12","15:09:46","2012-03-12",1,"afternoon","video",5,5,0,0,0,0,0,0,5,0,0,2,"in the contest the scuderia ferrari community premium users could win three days in barcelona as real fans. in the video the contest's winners meet the drivers, talk to the engineers, do some sightseeing in the catalan city and live the team's life for two days. unforgettable days for the winners of the ""vieni a barcellona con la scuderia ferrari"" contest.do you want to participate in the life of the team? join the scuderia ferrari community! click here: "
"805",805,"Ferrari","24712846969",1240,11705,328,"2012-03-12","13:45:31","2012-03-12",1,"afternoon","photo",5,3,1,1,1,1,1,0,1,0,0,1,"one of the latest technological icons from ferrari, shown at the geneva car show, is the sporty 458 italia, the benchmark for cars born in 2010, with a multi-awarded engine, the most powerful ever built. here she is in a nero daytona livery."
"806",806,"Ferrari","24712846969",516,5759,95,"2012-03-10","09:18:27","2012-03-10",6,"morning","video",3,3,0,3,0,0,2,0,2,1,1,2,"are you ready for a somehow different review? here’s a recap of the 2011 season: 6 minutes towards the victory of the af corse team in the gte pro category with some exciting moments!"
"807",807,"Ferrari","24712846969",3606,20093,1357,"2012-03-09","17:00:25","2012-03-09",5,"afternoon","photo",3,5,0,1,0,0,3,0,6,0,1,2,"the new f12berlinetta’s design features carved surfaces thanks to aerodynamic studies and her exceptional proportions. with a low coupé silhouette and carved sides, the convex and concave surfaces lead to a light and forceful style. perfect for modern and sporty personalisation such as the nero daytona livery with sporty 20'' matt grigio corsa rims. how do you like her? visit the special on www.f12berlinetta.com and create your personal and unique f12berlinetta!"
"808",808,"Ferrari","24712846969",391,2868,110,"2012-03-09","13:50:21","2012-03-09",5,"afternoon","photo",2,5,0,0,0,0,0,0,2,0,0,0,"the f12berlinetta enhances the ferrari v12 range next to the already legendary ff. the revolutionary ferrari four, with 4-wheel drive and four comfortable seats, is one of the protagonists at the geneva motor show, here in an exceptional bianco italia livery."
"809",809,"Ferrari","24712846969",206,4284,81,"2012-03-08","19:18:27","2012-03-08",4,"night","link",NA,NA,0,2,0,1,1,0,3,0,0,2,"the f12berlinetta and her genesis: from the tests on the track with the comments from the scuderia ferrari drivers to the technical details of the chassis the engine and the architecture as well as her debut in geneva on 6 march, where chairman montezemolo  presented the new ferrari v12 generation. discover the special section on  and watch the videos of the latest car from maranello!"
"810",810,"Ferrari","24712846969",543,6646,95,"2012-03-08","16:48:57","2012-03-08",4,"afternoon","video",5,2,0,1,0,0,1,0,1,1,0,2,"the af corse team towards victory in the gte pro category: the 2011 season in 6 minutes with breathtaking moments, race reviews and much more."
"811",811,"Ferrari","24712846969",935,8343,204,"2012-03-08","15:04:38","2012-03-08",4,"afternoon","photo",9,7,1,1,2,1,2,0,3,0,0,2,"not only the f12berlinetta was welcomened successfully at the geneva car show: here's the presentaion of the new ferrari california - more innovative, lighter and more powerful, thanks to a lighter chassis and an improved engine. ferrari always stands for excellence."
"812",812,"Ferrari","24712846969",258,5641,85,"2012-03-08","12:22:01","2012-03-08",4,"morning","link",NA,1,0,4,0,0,0,0,3,0,0,2,"are you always dreaming about formula 1 and would you like to see it up close? the scuderia ferrari community offers you this and much more: even a lap on the track on board of a real ferrari together with the team's test drivers. are you ready? subscribe as a premium user here now: "
"813",813,"Ferrari","24712846969",821,6249,283,"2012-03-07","17:14:42","2012-03-07",3,"afternoon","photo",4,5,0,2,1,0,4,1,5,0,0,3,"go to the special on  and take a seat behind the wheel.  discover the interior and explore the comfort of a true v12 ferrari, with liveability of a percentile of 99.5% in terms of height, as well as the exceptional versatility with a boot with a capacity of up to 500 litres thanks to a flexible rear bench. travel in luxury and exclusivity with the new f12berlinetta."
"814",814,"Ferrari","24712846969",1008,8617,209,"2012-03-07","15:34:36","2012-03-07",3,"afternoon","photo",5,2,0,1,0,0,1,1,3,0,1,1,"directly from our correspondent: the first images from the geneva car show. the undisputed main player is the f12berlinetta, unveiled to the public with applause and enthusiastic comments. here is the progenitor of the new generation of ferrari v12s."
"815",815,"Ferrari","24712846969",592,7349,138,"2012-03-06","18:46:47","2012-03-06",2,"afternoon","link",4,2,1,2,1,2,2,0,2,0,0,1,"welcomed by fans and enthusiasts, the new f12berlinetta made her debut today at the geneva motor show, officially opening the doors towards a new generation of the most powerful v12 car ever produced by the prancing horse.read the news and watch the video from the event!"
"816",816,"Ferrari","24712846969",3617,10591,405,"2012-03-06","16:45:51","2012-03-06",2,"afternoon","video",NA,NA,0,1,0,0,0,0,1,0,0,1,"from the origin to the road: the new ferrari 12-cylinder’s official video tells the story of the evolution and the performance on track and road of the f12berlinetta."
"817",817,"Ferrari","24712846969",189,2466,67,"2012-03-05","17:09:45","2012-03-05",1,"afternoon","photo",3,1,0,1,0,1,2,1,3,0,0,1,"""the engine is very strong, it’s wicked!"" this is how massa described one of the f12belinetta’s features after he listened to the engine sound. go to the special on www.f12berlinetta.com, turn up the volume of your speakers and enjoy the sound! ...do you agree with felipe?"
"818",818,"Ferrari","24712846969",1037,8950,227,"2012-03-05","15:00:13","2012-03-05",1,"afternoon","link",2,2,0,3,0,0,1,0,1,0,0,1,"follow your passion and carry it with you thanks to the liquid mini ferrari edition. the only mobile phone with alonso’s and massa’s signatures engraved. keep up to date regarding the lasts news from scuderia with the most exclusive smartphone, exclusively for ferrari fans!"
"819",819,"Ferrari","24712846969",138,4254,57,"2012-03-05","13:00:25","2012-03-05",1,"afternoon","link",5,2,1,2,0,2,1,1,2,0,1,2,"looking for some excitement this year?  there are several ways to experience the ferrari lifestyle and brand through the ferrari challenge series.  compete as a driver or watch the races in style with a vip package.  the series kicks off at the honda grand prix in st. petersburg, fla. on march 23-25. check out the full schedule and details here: "
"820",820,"Ferrari","24712846969",3270,20994,630,"2012-03-03","00:05:59","2012-03-03",6,"early morning","photo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"821",821,"Ferrari","24712846969",679,5303,201,"2012-03-02","16:57:04","2012-03-02",5,"afternoon","photo",2,3,0,3,0,0,2,0,4,0,0,2,"get on board of the new f12berlinetta: the men-machine-interface offers highest comfort with exceptional liveability for driver and passenger and a proper supercar-style steering wheel, a command centre like it’s used in f1.visit the special on www.f12berlinetta.com, get behind the wheel...and feel the difference!"
"822",822,"Ferrari","24712846969",1703,10801,542,"2012-03-02","14:50:51","2012-03-02",5,"afternoon","photo",0,1,1,0,0,1,2,1,5,0,1,1,"did you see her in rosso, why don’t you try her also in aluminium colour. her classical and genuine forms are underlined by the special colours available to personalise the exterior.the f12berlinetta is innovative with unique style in every configuration.visit the special on www.f12berlinetta.com and dress her in giallo, or make here more aggressive with metallic nero."
"823",823,"Ferrari","24712846969",23,760,10,"2012-03-02","09:49:59","2012-03-02",5,"morning","link",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"824",824,"Ferrari","24712846969",453,6687,133,"2012-03-01","18:39:32","2012-03-01",4,"afternoon","link",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"autostrada motore inc., the first importer-distributor of ferrari and maserati in the philippines, officially opens its door today on 32nd & 4th crescent park west, bonifacio global city, taguig city."
"825",825,"Ferrari","24712846969",3,86,3,"2012-03-01","13:46:29","2012-03-01",4,"afternoon","link",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"826",826,"Ferrari","24712846969",3804,13045,515,"2012-03-01","09:30:34","2012-03-01",4,"morning","video",NA,NA,0,0,0,0,1,0,1,0,0,0,"unveil the f12berlinetta exploring the exteriors and interiors in digital high definition.go to the web special: www.f12berlinetta.com"
"827",827,"Ferrari","24712846969",1104,6971,334,"2012-02-29","19:59:39","2012-02-29",3,"night","photo",1,NA,0,1,0,0,1,0,2,0,0,0,"f12berlinetta: an engine with extremely low inertia to increase rpm in the shortest possible time, just like engines planned for formula1. that’s why this v12 is the most extreme and best performing ferrari ever built.go to the web special: www.f12berlinetta.com"
"828",828,"Ferrari","24712846969",368,6122,157,"2012-02-29","18:17:33","2012-02-29",3,"afternoon","link",NA,1,0,0,0,0,0,0,3,0,1,1,"welcome f12belinetta! exclusively for collectors and fans on a scale of 1:43: here’s the model – unique just like the real one. pre-order now and add it to your collection!"
"829",829,"Ferrari","24712846969",4414,16807,1122,"2012-02-29","16:03:54","2012-02-29",3,"afternoon","photo",NA,NA,0,0,0,0,1,0,1,0,0,0,"the new era of extreme v12 cars starts now.go to the web special: www.f12berlinetta.com"
"830",830,"Ferrari","24712846969",618,6465,283,"2012-02-29","10:07:14","2012-02-29",3,"morning","photo",2,2,1,2,1,1,1,0,1,0,0,1,"everything is ready for the new era of the most powerful 12-cylinder ever built. stay tuned on www.ferrari.com at 1pm cet!"
"831",831,"Ferrari","24712846969",125,2042,70,"2012-02-28","17:00:07","2012-02-28",2,"afternoon","photo",NA,NA,0,1,0,2,0,0,0,0,0,0,"29 february 2012-1 day: from lines on a piece of paper to the roads all over the world.click here and watch the videos: "
"832",832,"Ferrari","24712846969",255,4914,50,"2012-02-28","14:25:19","2012-02-28",2,"afternoon","link",11,7,0,4,0,1,4,0,7,0,2,5,"four lucky scuderia ferrari fans won a 3-day-trip to barcelona to watch the formula 1 winter tests. how? they subscribed to our community to live their dream as true ferrari fans. numerous initiatives have been planned to enable the fans to enjoy their passion. would you like to participate? subscribe as a premium user and discover the events! click here: "
"833",833,"Ferrari","24712846969",133,2381,48,"2012-02-28","09:51:42","2012-02-28",2,"morning","photo",4,NA,0,1,0,1,1,0,1,0,0,1,"29 february 2012 - save the date-1 day: last touches to highlight the details.click here and watch the new video: "
"834",834,"Ferrari","24712846969",81,1988,48,"2012-02-27","16:59:52","2012-02-27",1,"afternoon","photo",NA,NA,0,1,0,1,1,0,1,0,0,0,"29 february 2012-2 days: research and development to create a high-performance vehicle.click here and watch the new video: "
"835",835,"Ferrari","24712846969",662,5854,85,"2012-02-27","10:47:31","2012-02-27",1,"morning","video",3,1,0,0,0,0,0,0,2,0,1,0,"from 1947 until today ferrari has been producing cars with a truly unique style, while always perfectly recognisable by the brand’s dna. discover the new shapes of sportiness at ferrari on 29 february."
"836",836,"Ferrari","24712846969",165,2520,65,"2012-02-26","17:54:46","2012-02-26",7,"afternoon","photo",NA,1,0,1,0,1,0,0,0,0,0,0,"29 february 2012-3 days: a chassis created to be dressed with exceptional design.click here and watch the videos: "
"837",837,"Ferrari","24712846969",64,1391,37,"2012-02-26","15:57:59","2012-02-26",7,"afternoon","link",2,1,0,3,0,0,1,0,2,0,0,1,"29 february 2012 - save the datethe countdown is on. the new extreme v12 ferrari is ready to be unveiled to the public."
"838",838,"Ferrari","24712846969",107,2255,69,"2012-02-25","17:55:23","2012-02-25",6,"afternoon","photo",5,2,1,2,1,2,3,0,4,0,1,2,"29 february 2012-4 days: unique and excellent material to create a new benchmark in terms of power and performance with the most powerful ferrari ever built. click here and watch the videos: "
"839",839,"Ferrari","24712846969",55,1188,26,"2012-02-25","10:17:53","2012-02-25",6,"morning","link",0,-1,0,1,0,1,1,0,1,0,1,2,"29 february 2012: suspense for the new v12 from the prancing horse. don't miss it: save the date!"
"840",840,"Ferrari","24712846969",3270,20994,630,"2012-02-25","00:27:08","2012-02-25",6,"early morning","photo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"841",841,"Ferrari","24712846969",104,1543,53,"2012-02-24","16:58:35","2012-02-24",5,"afternoon","link",NA,1,0,1,0,0,0,0,0,0,0,0,"are you ready? on 29 february ferrari presents the new car with the highest and most extreme performance ever."
"842",842,"Ferrari","24712846969",168,3336,24,"2012-02-24","15:28:10","2012-02-24",5,"afternoon","link",NA,NA,0,0,0,0,0,0,0,0,0,1,"whatch the photogallery of ""complete control"" on the official ferrari magazine.photos by lee brimble"
"843",843,"Ferrari","24712846969",392,5294,85,"2012-02-24","15:27:28","2012-02-24",5,"afternoon","link",NA,1,0,2,0,0,0,0,3,0,0,1,"where better to test the revolutionary ff than the snowcovered mountain roads surrounding brunico, in the alto adige area of the dolomites? nick mason, drummer with pink floyd, collector and expert driver, unleashes the ff’s 660hp v12 and demonstrates the efficiency of its all-wheel drive. there’s even room on-board for his drum kit…"
"844",844,"Ferrari","24712846969",87,1862,38,"2012-02-24","13:20:50","2012-02-24",5,"afternoon","photo",3,1,0,3,0,1,2,0,2,0,0,1,"29 february  2012-5 days: the entire ferrari team's experience to create a v12, perfect right from the start. click here and watch the videos: "
"845",845,"Ferrari","24712846969",1040,6831,187,"2012-02-24","09:39:59","2012-02-24",5,"morning","video",5,3,1,2,1,1,2,0,3,0,0,2,"are you ready for a new supercar era? save the date: discover the latest ferrari on 29 february. the most powerful v12 every built by ferrari. technological innovation lifts her on the highest step of the podium. the most extreme car ever."
"846",846,"Ferrari","24712846969",113,2394,44,"2012-02-23","18:09:16","2012-02-23",4,"afternoon","photo",1,1,0,1,0,1,0,0,2,0,0,1,"click here and watch the new video:  innovation is one of the fundamental requirements of every ferrari. 29 february will sign the beginning of a new era of extreme v12-cylinders. new benchmarks have been set."
"847",847,"Ferrari","24712846969",62,1512,40,"2012-02-23","11:47:08","2012-02-23",4,"morning","link",2,NA,0,1,0,0,1,0,1,0,0,1,"29 february 2012 is the start of a new, extreme v12 era. save the date!"
"848",848,"Ferrari","24712846969",3270,20994,630,"2012-02-22","23:34:13","2012-02-22",3,"night","photo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"849",849,"Ferrari","24712846969",61,2078,8,"2012-02-22","18:29:25","2012-02-22",3,"afternoon","link",NA,NA,1,1,0,2,0,0,0,0,1,0,"watch the photogallery of ""lightning conductor""."
"850",850,"Ferrari","24712846969",211,5049,51,"2012-02-22","18:28:21","2012-02-22",3,"afternoon","link",2,2,2,3,1,1,3,0,4,1,2,2,"under the baton of conductor lu jia, a musical score becomes a divine melody, a kind of audio feast: just like the sound of a ferrari engine; deep and powerful, from the very soul of the car, dynamically announcing a thousand years of italy’s history and culture."
"851",851,"Ferrari","24712846969",154,1715,32,"2012-02-22","17:22:06","2012-02-22",3,"afternoon","photo",4,2,1,3,1,2,2,0,2,0,0,2,"29 february 2012 - save the date- 7 days left: the most powerful ferrari ever is ready for her debut.click here and watch the video:  7 giorni: la ferrari più potente mai prodotta è pronta al debutto.guarda il video qui: "
"852",852,"Ferrari","24712846969",91,1539,44,"2012-02-22","14:01:07","2012-02-22",3,"afternoon","link",2,1,1,2,1,1,1,0,1,0,0,1,"make no appointments on 29 february 2012: the most powerful ferrari ever is about to arrive."
"853",853,"Ferrari","24712846969",154,2154,41,"2012-02-22","11:04:30","2012-02-22",3,"morning","photo",2,NA,0,1,0,1,1,0,1,0,0,1,"29 february 2012 - save the date- 7 days: one week left to listen to the power of the engine sound.click here and watch the video:  7 giorni: manca solo una settimana per ascoltare dal vivo la potenza del suo motore.guarda il video qui: "
"854",854,"Ferrari","24712846969",142,1723,28,"2012-02-21","19:20:25","2012-02-21",2,"night","photo",2,NA,0,1,0,1,1,0,1,0,0,1,"29 february 2012 - save the date- 8 days left to discover the new performance ferrari.click here and watch the video: "
"855",855,"Ferrari","24712846969",416,4346,44,"2012-02-21","17:28:07","2012-02-21",2,"afternoon","video",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"856",856,"Ferrari","24712846969",0,656,30,"2012-02-21","15:07:44","2012-02-21",2,"afternoon","status",2,NA,0,0,0,0,1,0,1,0,0,1,"29 february 2012 - save the date"
"857",857,"Ferrari","24712846969",226,2312,78,"2012-02-21","15:05:40","2012-02-21",2,"afternoon","photo",4,1,1,2,1,2,2,0,2,0,0,2,"29 february 2012 - save the date  - 8 days: the engine of the most powerful ferrari ever built will be started. click here and watch the video:   - 8 giorni: sta per accendersi il motore della più potente novità in casa ferrari. clicca qui e guarda il video: "
"858",858,"Ferrari","24712846969",570,4684,112,"2012-02-21","09:40:59","2012-02-21",2,"morning","video",4,1,1,2,1,1,1,0,4,0,0,3,"performance: this is the keyword for 2012 regarding planning and building the most determined car from the prancing horse. fasten your seatbelts: on 29 february the most powerful 12-cylinder ever built by ferrari will be presented."
"859",859,"Ferrari","24712846969",592,5469,147,"2012-02-17","17:10:31","2012-02-17",5,"afternoon","photo",8,8,0,1,1,0,1,0,6,0,0,3,"for further details read the news:  the manufacturer from maranello research and development has always been a must. on 15 february a lighter and stronger ferrari california will debut in geneva.with a new management engine software, an engine with 490 bhp and aluminium from the scaglietti centre of excellence, which made the chassis 30 kg lighter. further technological innovation lead to faster reactions thanks to the new handling speciale. travel with the top down with the speed and lightness of the wind."
"860",860,"Ferrari","24712846969",189,3063,55,"2012-02-17","15:57:18","2012-02-17",5,"afternoon","link",NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"it might seem like a bit of an exaggeration to say that not one of the 37 little 166 inters built was exactly same as any other."
"861",861,"Ferrari","24712846969",200,2037,51,"2012-02-16","16:47:29","2012-02-16",4,"afternoon","music",10,5,1,0,0,0,2,1,8,1,1,4,"elegant with exceptional performance, planned to be used on every kind of surface: the ff expresses the gran turismo idea with breathtaking sportiness thanks to technology transfer straight from formula 1. the ff is the first four-wheel drive v12 with electronically controlled rear differential, the unique e-diff, patented by ferrari, combined with the latest f1-trac evolution. the ff is fitted with a 7-gear double-clutch f1 gearbox with 20% improved performance and 25% reduced consumption. architecture and materials have been planned to harmonise the engine sound inside the cockpit and outside of the car: the ferrari orchestra plays the finest tunes on this v12. listen to the sound of the car entering a corner."
"862",862,"Ferrari","24712846969",649,6744,194,"2012-02-15","17:25:03","2012-02-15",3,"afternoon","photo",6,3,0,3,2,2,1,0,2,0,1,1,"thanks to her exceptional performance the 458 spider is ready for every kind of driving from long journeys to daily trips. on every kind of surface and under all weather conditions: the brand new ferrari berlinetta offers breathtaking handling and highest performance.therefore the rims have to be personalised. from standard to high-tech: chrome, sporty or particular 20’’, forged grigio ferro metallic underlining the profile, creating a unique car.configure the 458 spider and share your style!click here: "
"863",863,"Ferrari","24712846969",122,2378,47,"2012-02-15","16:35:50","2012-02-15",3,"afternoon","photo",4,3,0,1,0,0,1,1,6,0,1,3,"a young and promising coachbuilder from modena for the entire ferrari range: sergio scaglietti, who planned this 1953 500 mondial. he was inspired by a drawing he had received from dino ferrari to modernize and revive the old 166 he had received from his father. scaglietti created the prototype, pinin farina planned the series for the clients. this model successfully participated in numerous competitions.here are the technical details: "
"864",864,"Ferrari","24712846969",30,1257,213,"2012-02-15","15:14:39","2012-02-15",3,"afternoon","photo",2,NA,0,0,0,0,0,0,1,0,0,0,"questa sport prototipo è stata realizzata da un giovane carrozziere alle prime armi. un giovane che ha segnato la storia ferrari. sapete di quale vettura si tratta?this sport prototype was planned by a young coachbuilder in his early years. a young man who signed the history of ferrari. what car is it?"
"865",865,"Ferrari","24712846969",90,2007,38,"2012-02-15","09:34:05","2012-02-15",3,"morning","link",2,2,1,2,1,2,2,1,3,0,1,3,"the four winners - two from italy and two from abroad - of the “come to barcelona with the scuderia ferrari” contest have been drawn and will soon have the possibility to make an unforgettable experience: 3 intense days with the team, in close contact with those who love the prancing horse. did you miss the draw? click here to watch the video and discover the winners: "
"866",866,"Ferrari","24712846969",0,2799,45,"2012-02-15","08:50:22","2012-02-15",3,"morning","link",7,3,0,1,0,0,0,0,1,0,0,1,"ready to win? are you a formula 1 fan who participated in the ""come to barcelona with the scuderia ferrari"" contest? stay tuned: at 10am stefano domenicali will draw the winners on www.ferrarif1.com!"
"867",867,"Ferrari","24712846969",0,3265,44,"2012-02-15","07:29:25","2012-02-15",3,"morning","link",-2,0,1,0,0,1,0,1,0,1,0,0,"...in a couple of hours we'll know the winners who will go to barcelona! don't miss the draw today at 10am www.ferrarif1.com! cross your fingers: the scuderia ferrari is waiting for you!"
"868",868,"Ferrari","24712846969",1,2011,27,"2012-02-14","19:50:36","2012-02-14",2,"night","link",-2,0,1,1,0,1,0,1,0,1,0,0,"you could be among the winners drawn tomorrow on www.ferrarif1.com and go to barcelona for the f1 winter tests! cross your fingers and don't miss the draw at 10am!"
"869",869,"Ferrari","24712846969",1,2283,26,"2012-02-14","17:11:11","2012-02-14",2,"afternoon","link",6,2,0,1,0,0,0,0,1,0,1,0,"did you participate in the contest to win the trip to barcelona with the formula1 winter tests? don't miss the draw tomorrow at 10am on www.ferrarif1.com! stefano domenicali will pick the winners of this fantastic experience!"
"870",870,"Ferrari","24712846969",151,2349,30,"2012-02-14","16:04:00","2012-02-14",2,"afternoon","link",NA,1,0,0,0,0,0,0,1,0,0,0,"keeping it all under wraps: the pre-season testing bluffing begins. but we’ll only really see who’s fastest on march 18th"
"871",871,"Ferrari","24712846969",56,2163,28,"2012-02-14","14:11:55","2012-02-14",2,"afternoon","link",9,4,0,1,0,0,2,0,2,0,1,1,"save the date: tomorrow at 10am on www.ferrarif1.com lucky scuderia ferrari fans will win an unforgettable experience! stefano domenicali will draw the names of the users who will go to barcelona to see the 2012 winter tests!"
"872",872,"Ferrari","24712846969",75,2063,45,"2012-02-13","17:06:39","2012-02-13",1,"afternoon","link",3,4,0,2,1,1,2,1,5,1,1,5,"the 458 italia’s v8 engine with 570 bhp never goes unobserved. multi-awarded with exceptional performance it is also a design feature in the car’s appearance. this is why ferrari offers a high-tech engine cover: based on the experience on the track the ferrari genuine cover was especially planned to reduce weight: the carbon-fibre holds the lexan window; polycarbonate is used instead of glass, guaranteeing transparency, lightness and durability. renewed design with an extremely sporty high-tech look.here is the special section: "
"873",873,"Ferrari","24712846969",77,1839,18,"2012-02-13","14:14:32","2012-02-13",1,"afternoon","link",1,2,0,0,0,0,0,0,0,0,0,1,"the fans of ferrari, of her history and of the scuderia are more and more... also on g+, where we have reached 50,000 fans! thank you all for following the prancing horse! and you? do you want to be a part of the ferrari google+ world? click here!"
"874",874,"Ferrari","24712846969",301,4128,72,"2012-02-13","13:43:51","2012-02-13",1,"afternoon","photo",4,4,0,2,0,0,0,0,2,0,0,0,"in the 1950s convertibles with soft tops weren’t as requested as the spiders. until the year 1957 when carrozzeria boano presented the 250 gt cabriolet: this was the start of a new era for the production at ferrari. the classic forms were appreciated by numerous clients and many more of this kind of car followed with some modifications and personalisations: from sober to sporty to the prototype for peter collins.for further details click here:  photos on flickr: "
"875",875,"Ferrari","24712846969",128,2157,15,"2012-02-13","12:20:56","2012-02-13",1,"morning","link",NA,NA,0,0,0,0,0,0,0,0,0,1,"pistunzen's memories of his great-grandfather who knew enzo ferrari."
"876",876,"Ferrari","24712846969",435,3625,92,"2012-02-12","11:36:49","2012-02-12",7,"morning","video",2,1,0,0,0,1,1,0,2,0,0,1,"creativity, was the world alonso used to describe his first impression of the new f2012. a different creation, work based on improvement and the will to change, something he also wants for the upcoming championship."
"877",877,"Ferrari","24712846969",84,1665,22,"2012-02-11","20:32:39","2012-02-11",6,"night","link",2,1,0,2,0,1,1,0,1,0,1,1,"watch the ""american hero"" photogallery:"
"878",878,"Ferrari","24712846969",124,2118,19,"2012-02-11","20:30:04","2012-02-11",6,"night","link",12,6,0,1,0,2,3,1,6,1,0,4,"jack croul’s story is not fiction, but a real story, one that we would all love to have lived. a young bomber pilot in world war ii, an enthusiastic entrepreneur and a passionate fan of motor racing of the old continent, he has built the most beautiful things in his life, beginning with his memories. he’s also a great benefactor and someone who loves italy in the same way that he loves america. a gripping story…"
"879",879,"Ferrari","24712846969",3270,20994,630,"2012-02-11","14:52:23","2012-02-11",6,"afternoon","photo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"880",880,"Ferrari","24712846969",3866,102882,5379,"2012-02-11","13:21:18","2012-02-11",6,"afternoon","photo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"881",881,"Ferrari","24712846969",212,1886,31,"2012-02-10","10:50:41","2012-02-10",5,"morning","video",-1,1,0,0,0,0,1,0,2,0,0,1,"maranello in the snow, but the work of the scuderia ferrari never stopped. after the mechanics, the aerodynamics and the performance it was all about the aesthetics: an important step for every ferrari single-seater, when the sponsors’ stickers are applied. the stickering was carried out with the contribution of sponsor coordinator philippe tardivel on the new f2012 defining her livery."
"882",882,"Ferrari","24712846969",3270,20994,630,"2012-02-10","09:18:59","2012-02-10",5,"morning","photo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"883",883,"Ferrari","24712846969",218,2838,80,"2012-02-09","17:19:00","2012-02-09",4,"afternoon","link",NA,NA,0,0,0,0,0,0,1,0,0,0,"how many of you are aware that the cars built in maranello under the dino moniker were not actual ferraris at all?for further informations, please read antonio ghini's article here."
"884",884,"Ferrari","24712846969",213,1943,26,"2012-02-09","15:05:58","2012-02-09",4,"afternoon","video",-1,NA,1,2,0,1,0,1,1,0,0,1,"the photo shoot of the new ferrari f1 single-seater, the f2012: behind-the-scenes at the long night before the presentation. the team of graphic designers and photographers with the head of the scuderia ferrari worked together to prepare the best possible presentation of the new arrival."
"885",885,"Ferrari","24712846969",84,1937,29,"2012-02-09","13:38:46","2012-02-09",4,"afternoon","link",NA,2,0,6,0,1,1,0,3,0,1,1,"one more surprise for formula 1 fans! the new f2012 is ready for the first test sessions on the track…and the scuderia ferrari offers you the possibility to see her driving live for the first time in barcelona! how? subscribe to the community as a premium user by 12 february 2012! hurry up!"
