company_urlname,company_id,shares,C2B_likes,total_comments,weekday,afinnscore,bingscore,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,message
audi,96585976469,2199,22041,614,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audi,96585976469,1638,9029,247,6,8,4,1,5,2,1,3,0,4,0,1,3,"today the r8 grand-am is making its u.s. racing premier in the rolex 24 hour race at daytona speedway! the r8 has been successful around the globe, and now it's finally time to see it run here in the states. we're racing at 3pm est - will you be watching the most powerful r8 ever on the most iconic track in america?"
audi,96585976469,2691,5491,271,4,NA,1,0,1,0,0,0,0,1,0,0,0,"before today, audi led technology was used to make your drive safer, creating daylight from your headlight. now we've added another use: eliminating vampires. be one of the first to see our big game commercial, right here #solongvampires"
audi,96585976469,1529,12153,656,2,-4,-2,1,0,1,1,0,2,1,1,0,0,"in just under two weeks at the biggest sporting event of the year, our leds will lay waste to a trend that has long needed killing off. any guesses what?"
audi,96585976469,1335,6924,292,1,1,NA,0,1,0,0,0,0,2,0,0,0,"for the first time since 2005, the allroad is making its return! wagons like this are the car of choice for young, active europeans - could this trend take off here in the states?"
audi,96585976469,1728,8198,323,5,2,2,0,2,0,0,0,1,1,0,0,0,"the 2013 s4 comes to you in june with a 333-hp, supercharged 3.0-liter v-6, refreshed looks, and is a mobile, always on, wifi hotspot. worth the wait?"
audi,96585976469,1547,14573,310,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audi,96585976469,180,3191,77,3,3,NA,0,0,0,0,0,0,2,0,0,3,"we've long been supporters of the us ski team. they're good on the snow, quattro's good on the snow - synergy! so we've teamed with them to offer our very first foursquare badge! follow audi on foursquare and checkin to a ski resort this season to unlock the audi winter ride badge, giving you 20% off the audi collection and exclusive tips from such olympians as lindsey vonn"
audi,96585976469,1795,7459,314,2,-1,-1,0,1,0,0,1,0,1,0,0,2,"they say it's never been caught. they say it's never been stuck. tell us about how your quattro has got you out of the wet, the ice, the snow, and maybe even from the clutches of tow-truck driving ahabs? share your stories: "
audi,96585976469,1551,12246,317,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audi,96585976469,219,2469,61,5,3,1,0,4,0,0,1,1,1,1,1,1,naias news roundup! the q3 is coming to america late 2013. the 2013 a4 will become the first car in its class to deliver wifi as standard. the allroad makes its return for the first time in 7 years. what announcement are you most excited about? 
audi,96585976469,1865,11439,274,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audi,96585976469,570,6350,368,3,4,3,0,0,1,0,1,0,3,0,0,2,"this is the first look at the all-new a3 interior, unveiled at ces, and featuring the latest evolution of audi connect. itís a clean design, almost 100% button free, and 3d graphics capable. is this the future? "
audi,96585976469,420,4785,132,2,4,3,0,1,0,0,3,0,4,0,3,2,"we think every mile in your audi is memorable, but we hold a special place in our heart for the allroadÖso weíve decided to try to find the most memorable mile in your allroad! use #myallroad to tag the photo that best depicts your allroad and tweet, google+, instagram or email it to us - you could win a trip to park city next month to drive the all-new allroad! weíre giving away 10 trips, so start getting your allroad into photogenic situationsÖ "
audi,96585976469,1137,9177,223,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audi,96585976469,280,4294,383,1,NA,0,0,1,0,1,0,0,0,0,0,0,"we always want our fans to be in the know, so in just over 30 minutes you can watch the audi press conference live from detroit. see us unveil what lies beneath... "
audi,96585976469,840,7789,406,7,3,1,0,1,0,0,1,0,1,0,0,1,"next week at the north american auto show in detroit we will be unveiling the all-new allroad and, for the first time, the q3 concept! is there anything you'd love for us to cover here on facebook while we're at the show?"
audi,96585976469,926,13011,594,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,this is what it looks like when we sell an r8 gt in your town..
audi,96585976469,1737,11773,810,3,2,NA,0,0,0,0,0,0,1,0,0,0,"2011 was a good year for us. actually, it was the best year in history for audi -- over 117,000 cars sold, and 12 consecutive months of growth! thanks to everyone who made it possible! sound off below or like this post if you bought an audi in 2011, already own an audi, or are thinking of buying an audi in 2012!"
audi,96585976469,296,3509,81,2,NA,NA,0,1,0,0,1,0,3,0,1,2,"2012 is the year of the low emissions, high miles per gallon audi. we're confirmed to be bringing you the r8 etron this year! this is all part of what we're calling electric mobility, and we're investing $17 billion in it over the next few years. greener planet and all that - we're aiming to be carbon neutral, from our factories through to every car we sell. what model do you want to see us turn hybrid next? "
audi,96585976469,1033,8234,127,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
audi,96585976469,589,7193,331,7,NA,NA,0,0,0,0,0,0,1,0,0,0,"to ring in the new year, this is what you have to look forward to in 2012: allroad, s6, s7, s8, and the etron! is that enough audi for you?"
audi,96585976469,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BentleyMotors,1.24E+14,282,2448,105,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BentleyMotors,1.24E+14,13,189,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,see the bentley collection at geneva motor show 2012
BentleyMotors,1.24E+14,45,583,12,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BentleyMotors,1.24E+14,1,108,11,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,have you had your say on the exp 9 f concept suv yet? just click on the 'exp lab' tab on the bentley motors facebook or follow the link below and give us your feedback._123602471102517
BentleyMotors,1.24E+14,282,2448,105,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BentleyMotors,1.24E+14,1,166,5,3,NA,-1,0,1,0,1,0,2,1,0,1,1,"'lola' the falcon in our exp 9 f film comes from peckforton castle near bentley motors in crewe.  she is one of the birds of prey who live at the castle, and is part of an important programme of wild bird conservation.  read more here."
BentleyMotors,1.24E+14,100,583,38,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bentley motors mulsanne in granite with mulliner driving spec wheels at geneva motor show
BentleyMotors,1.24E+14,282,2451,105,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BentleyMotors,1.24E+14,1,169,8,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,this morning's bentley motors press conference at geneva motor show now available on youtube.
BentleyMotors,1.24E+14,125,563,22,2,NA,NA,0,1,0,1,0,0,0,0,0,0,watch our film telling the story of the exp 9 f suv design concept
BentleyMotors,1.24E+14,264,1582,111,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BentleyMotors,1.24E+14,74,382,15,2,NA,NA,0,1,0,1,0,0,0,0,0,0,the f in exp 9 f stands for falcon.  watch the film...
BentleyMotors,1.24E+14,16,229,21,1,5,1,0,1,0,0,1,0,3,0,1,2,"a vision of the future.since 1919 and the first experimental car developed by bentley, exp has stood for ground breaking innovation in the automotive industry.in 2001 bentley engineers developed a concept car under the project name exp speed 8. two years later the speed 8 went on to give bentley a heroic return to le mans when it crossed the line first. now the exp 9 f adds a new chapter to this bentley story."
BentleyMotors,1.24E+14,50,296,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BentleyMotors,1.24E+14,0,79,6,1,NA,NA,0,0,0,0,0,0,2,0,0,0,introducing the bentley exp lab. visit the lab to help shape the future of the exp 9 f design concept suv and voice your ideas.
BentleyMotors,1.24E+14,264,1582,111,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BentleyMotors,1.24E+14,0,84,4,1,16,17,1,6,1,3,9,2,26,1,3,8,"the exciting moment has arrived: bentley reveals exp 9 f design concept ñ a pinnacle  luxury performance suv. bentley is offering a vision of the future with a dramatic new sport utility vehicle concept, exp 9 f, at the geneva international salon díauto. the companyís designers and engineers have created a compelling new take on the grand touring bentley - a vehicle that feels equally at home at an opera gala performance, on the sand dunes and the overtaking lane of the autobahn.unmistakably a bentley ñ yet a bentley like none before it ñ the exp 9 f could herald a third bentley model-line alongside the bespoke mulsanne and the high performance continental gt, gtc and flying spur.today a global luxury brand with a network of 160 dealers from shanghai to beverly hills, bentley has an increasingly diverse customer base spanning every continent. for many customers, a dramatically styled, bentley all-wheel drive suv which combines a spacious, versatile cabin and commanding driving position, with bentleyís hallmark power, performance, advanced technology and hand crafted luxury, would be a natural choice both on and off-road.ìwe are very excited by the potential of a high performance, ultra-luxury bentley suv. we know that many bentley customers already own suvs, admiring their style, luxury, performance and versatility. with exp 9 f, bentley is making a clear statement of intent that we have both the expertise and desire to meet and exceed their expectations.î wolfgang d¸rheimer, chairman and chief executive, bentley motors.exp9f.com"
BentleyMotors,1.24E+14,252,2418,58,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BentleyMotors,1.24E+14,17,253,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,the bentley mulsanne with mulliner driving specification will be unveiled at the geneva motor show
BentleyMotors,1.24E+14,15,276,4,1,NA,NA,0,1,0,0,0,0,1,0,0,1,the new bentley continental gtc v8 convertible will make its official public debut at the 2012 geneva motor show.
BentleyMotors,1.24E+14,0,216,6,1,13,9,0,6,0,0,7,1,15,0,1,7,"the new continental gtc v8 convertible makes its official public debut at the geneva motor show on 6 march, 2012. the new 4.0 litre, twin turbocharged continental gtc v8, and its coupe counterpart the continental gt v8, achieve exceptional standards for power-to-emissions in the high luxury sports car sector.this remarkable, new bentley v8 engine delivers maximum power of 500 bhp (507 ps / 373 kw) at 6000 rev/min and an extraordinary peak torque of 660 nm (487 lb ft) which is available across virtually the entire rev range from 1700 to 5000 rev/min, providing exhilarating performance and effortless power delivery in the bentley tradition. combined with a new close-ratio 8-speed automatic transmission, this translates into a 0-60 mph sprint time of 4.7 seconds for the gtc (0-100 km/h in 5.0 seconds) and a top speed of 187 mph (301 km/h).at the same time, the new v8 continental models achieve outstanding levels of fuel efficiency and co2emissions for the luxury performance sector and are capable of travelling over 500 miles (800 km) on a single tank of fuel.read more at bentley motors.com"
BentleyMotors,1.24E+14,13,356,6,1,NA,NA,0,2,0,0,0,0,0,0,0,0,bentley motors will be at geneva motor show from tomorrow morning onwards.  our press conference takes place at 8am gmt tomorrow morning.  it will be webcast at  and we will be updating live from the show on @bentleymotors twitter feed.
BentleyMotors,1.24E+14,97,1251,34,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BentleyMotors,1.24E+14,132,1318,44,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BentleyMotors,1.24E+14,137,1501,47,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BentleyMotors,1.24E+14,41,507,15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BentleyMotors,1.24E+14,54,595,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BentleyMotors,1.24E+14,275,2344,69,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BentleyMotors,1.24E+14,125,596,24,1,2,NA,0,0,0,0,0,0,0,0,0,1,driving heroes juha kankkunen and guy smith behind the wheel of the bentley speed 8 race car and the new continental gt v8 at silverstone.
BentleyMotors,1.24E+14,97,1251,34,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BentleyMotors,1.24E+14,97,1251,34,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BentleyMotors,1.24E+14,252,2418,58,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BentleyMotors,1.24E+14,15,204,4,5,NA,NA,0,0,0,0,0,0,1,0,0,1,"with the bentley mulsanne new mulliner driving specification, bentley's racing pedigree lives on."
BentleyMotors,1.24E+14,252,2418,58,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BentleyMotors,1.24E+14,252,2418,58,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BentleyMotors,1.24E+14,137,1501,47,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BentleyMotors,1.24E+14,2,163,2,2,-1,2,3,1,0,3,1,3,2,0,2,1,"sports car challenge racing game for iphone, ipad and ipod touchthe potent power of the continental supersports convertible isr - at your command anywhere, anytime with the new sports car challenge racing game. sports car challenge is a unique racing game for your iphone, ipod touch and ipad offering you the chance to experience the sheer beauty, power and styling from some of the worlds most prestigious supercars - bentley, audi, bugatti, lamborghini, porsche and volkswagen. now featuring new ice track yun long lake."
BentleyMotors,1.24E+14,3,158,5,1,0,1,0,1,0,0,0,0,2,0,0,1,"for our uk fans who missed the continental gt v8 on top gear last night, it is currently available on the bbc iplayer.  for other regions please check your television schedules for broadcast dates."
BentleyMotors,1.24E+14,275,2344,69,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BentleyMotors,1.24E+14,104,1289,27,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BentleyMotors,1.24E+14,11,172,7,6,2,2,0,3,0,1,0,0,2,0,0,1,"for our uk fans, watch the new bentley continental gt v8 driven on top gear tomorrow night at 8pm gmt or later using the bbc iplayer."
BentleyMotors,1.24E+14,104,1264,36,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BentleyMotors,1.24E+14,166,1551,72,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BentleyMotors,1.24E+14,116,1318,36,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BentleyMotors,1.24E+14,252,2418,58,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BentleyMotors,1.24E+14,132,1318,44,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BentleyMotors,1.24E+14,72,750,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BentleyMotors,1.24E+14,137,1501,47,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BentleyMotors,1.24E+14,275,2344,69,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BentleyMotors,1.24E+14,76,279,9,5,NA,NA,0,0,0,0,0,0,1,0,0,0,bentley goes sky high over munich.
BentleyMotors,1.24E+14,15,239,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BentleyMotors,1.24E+14,93,277,11,3,3,1,0,3,0,1,1,0,1,0,1,0,watch this exciting new film of a gtw12 being driven in style on the track in north america.
BentleyMotors,1.24E+14,104,1289,27,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BentleyMotors,1.24E+14,14,74,4,2,NA,NA,0,0,0,0,0,0,1,0,0,1,see ski joring expert franco moro pulled behind a continental gt in a world first for this alpine sport.
BentleyMotors,1.24E+14,37,165,1,2,NA,NA,0,1,0,1,0,0,0,0,0,0,watch our new film of the continental gtc racing skiers using zai for bentley skis at gstaad palace.
BentleyMotors,1.24E+14,104,1264,36,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BentleyMotors,1.24E+14,116,1318,36,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BentleyMotors,1.24E+14,68,215,4,6,NA,NA,0,1,0,1,0,0,0,0,0,0,watch juha kankkunen set the 2011 ice speed record in the continental supersports isr.
BentleyMotors,1.24E+14,166,1551,72,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BentleyMotors,1.24E+14,76,722,19,5,NA,NA,0,0,0,0,0,0,1,1,0,0,new continental gtc v8 in blue crystal
BentleyMotors,1.24E+14,29,435,6,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,new continental gtc w12 in hallmark
BentleyMotors,1.24E+14,0,169,7,5,4,3,0,2,0,0,2,0,2,0,1,4,thank you for joining us at the official bentley motors facebook. over the next few weeks we will fill our page with eye-catching pictures of bentley models and share some exciting developments leading up to the geneva motor show with our facebook fans.
BMWUSA,3.10E+11,111,813,46,1,NA,NA,0,1,0,0,0,0,1,0,1,3,"the all-new 3 series means all the performance you'd expect from a bmw, along with the fuel economy you might not."
BMWUSA,3.10E+11,63,442,13,6,2,1,0,3,0,0,1,0,2,1,0,5,"bmw is proud to sponsor ""ultimate test drive"", a series of video vignettes by the the daily tablet app. in this first episode the team takes a hydrobob and an all-new bmw 3 series for a ride."
BMWUSA,3.10E+11,0,148,36,5,-1,0,1,1,0,1,0,1,2,0,0,1,"it's a big weekend for march madness and bmw wants to know, who are your top picks for selection sunday?"
BMWUSA,3.10E+11,14,343,36,4,NA,1,0,2,0,0,0,0,0,0,0,1,"tomorrow is the last day to submit your entry for the ì0 to desir3 in 5.9 secondsî video contest. act fast, and the all-new bmw 3 series sedan could be yours!"
BMWUSA,3.10E+11,193,1122,41,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMWUSA,3.10E+11,193,1122,41,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMWUSA,3.10E+11,38,471,17,2,2,1,0,3,0,0,1,1,2,0,0,0,"here's a little inspiration  for your 0 to desir3 in 5.9 seconds video entry. view others and submit your own on our youtube page:  submissions close march 9th, so don't wait!"
BMWUSA,3.10E+11,60,482,44,1,4,1,0,1,0,0,1,0,2,0,0,2,complex magazine takes us through the top 25 bmws to make it to the silver screen. which is your favorite?
BMWUSA,3.10E+11,19,421,14,7,NA,NA,0,2,0,0,0,0,1,0,0,0,there's still time to submit your entry to the 0 to desir3 in 5.9 seconds video contest! submissions close this friday march 9th.
BMWUSA,3.10E+11,63,404,23,6,4,2,0,1,0,0,1,0,3,0,0,2,"be creative, be epic, be quick. be the proud new owner of the all-new bmw 3 series.  "
BMWUSA,3.10E+11,24,327,9,4,6,2,0,4,0,1,1,1,2,0,1,1,"submit your big ten themed photo to www.bmw-mosaic.com and watch the newest, hottest product in the bmw lineup revealed! don't wait because your upload enters you for a chance to win 2 all-session passes to the big ten basketball tournament in indianapolis (march 8-11, 2012). official rules: "
BMWUSA,3.10E+11,18,286,9,4,NA,NA,0,0,0,0,0,0,0,0,0,1,the all-new bmw 3 series goes full frontal on espn.com today. take a look.
BMWUSA,3.10E+11,3,130,21,3,3,NA,0,1,0,0,1,0,3,0,0,0,bmw is celebrating leap year with jimmy kimmel! tune in to abc tonight at midnight (est) to see jimmy make use of his extra day in the all-new 2012 bmw 328i sedan.  what will you do with your extra day this year?
BMWUSA,3.10E+11,21,338,25,2,3,0,0,2,0,0,0,1,1,0,0,1,"entries for the 0 to desir3 in 5.9 seconds contest are coming in quick. submit your video before march 9th.  procrastination never won anybody a 3 series, but a 5.9-second video could."
BMWUSA,3.10E+11,11,268,3,1,1,0,0,0,0,0,0,0,1,0,0,1,"missed bmw in the intro to ìjimmy kimmel live: after the academy awardsÆî? hereís the full episode. the 3 series will make an even bigger appearance on the show this wednesday february 29th, 12/11c on abc."
BMWUSA,3.10E+11,1,207,12,7,6,1,0,1,0,0,2,0,3,0,0,0,"it's oscar night and bmw is celebrating with a special appearance on ""jimmy kimmel live: after the academy awardsÆ"". tune in tonight on abc and get a closer look at the 2012 bmw 328i sedan."
BMWUSA,3.10E+11,1,127,6,5,NA,NA,1,0,0,0,0,0,0,0,0,1,todayís 2nd hint: desir3 news? politics? opinion? or just the all-new 3 series? all four are posted on this newspaperís home page in the final day of bmwís website take-over.
BMWUSA,3.10E+11,1,121,12,5,NA,NA,0,0,0,0,0,0,1,0,0,1,"today weíre in 2 places at once! your first hint of desir3: this week weíve turned finding bmw into a sport, so what better site to take over today than the center of sports?"
BMWUSA,3.10E+11,1,149,6,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,todayís hint of desir3: finding out which site bmw is taking over today is even easier than solving the site's iconic crossword puzzle.
BMWUSA,3.10E+11,1,140,8,3,NA,-1,1,1,0,1,0,0,2,0,0,2,bmw continues its week of website take-overs. todayís hint of desir3: float like a butterfly and bing like a bee. visit this 3-lettered site to find out why the new 3 series is a knock-out.
BMWUSA,3.10E+11,0,179,62,2,6,1,0,0,0,0,0,0,0,0,1,1,"todayís hint of desir3: for a chance to win the all-new 3 series, broadcast yourself and your desir3 on this site."
BMWUSA,3.10E+11,2,195,14,1,3,1,0,0,0,0,0,0,1,0,0,1,"we know you desir3 the new 3 series, but youíll have to find it first. weíre taking over the homepage of six different websites throughout the week. todayís hint of desir3: to take it for a spin, visit this popular search engine!"
BMWUSA,3.10E+11,38,503,19,6,NA,2,0,1,0,1,1,0,3,0,1,1,"experience desir3 in 3d. visit our new site and explore the unique features of the sport, modern and luxury lines of the all-new 3 series."
BMWUSA,3.10E+11,58,443,40,5,8,3,0,0,0,0,0,0,5,0,1,1,"this is it. your chance to win the all-new bmw 3 series. just prove your desir3 with a 5.9-second video. be creative. be epic. be fast. submissions end march 9th.  click the link below to enter on our youtube page, or simply visit our contest tab on the left."
BMWUSA,3.10E+11,12,188,8,4,5,3,0,1,0,0,2,0,5,0,0,2,the u.s. olympic committee is using bmw's innovative video technology to enhance performance and analyze the mechanics of the perfect long jump. check out this wall street journal article to learn more.
BMWUSA,3.10E+11,27,208,13,4,NA,NA,0,1,0,0,0,0,0,1,0,2,turn your phone into the ultimate driving machineÆ. weíve created 3 new downloadable bmw ringtones featuring sounds from the all-new 3 series.
BMWUSA,3.10E+11,0,618,163,2,3,1,0,1,0,0,1,0,1,0,0,1,happy valentineís day from bmw!  what is your desir3 today?
BMWUSA,3.10E+11,0,247,22,1,NA,NA,0,1,0,0,0,0,2,0,0,1,visit us at the 2012 chicago auto show where you can put yourself in the driverís seat of one our all-new 3 series models. the show is open to the public through feb 19th. has anyone already checked us out?
BMWUSA,3.10E+11,40,376,39,7,2,1,0,1,0,0,0,0,2,0,0,0,bmw connecteddrive: night vision. detecting any person or animal up to 900 feet ahead? this smart copilot has your back. and front.
BMWUSA,3.10E+11,203,1519,78,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMWUSA,3.10E+11,12,246,26,5,5,1,0,2,0,0,2,0,2,0,1,1,"joey hand, bmw worksdriver in the dtm and the alms, is 33 today. happy birthday, joey! here's hoping it's a year to remember on both sides of the atlantic!"
BMWUSA,3.10E+11,73,785,30,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMWUSA,3.10E+11,185,1570,78,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMWUSA,3.10E+11,29,350,28,3,9,2,0,4,0,0,4,1,5,1,3,2,still searching for a valentine's day gift? bmw genuine black leather driving gloves will make the perfect gift for him.  still need a gift for her?  how about a leather bmw keyring in red?  
BMWUSA,3.10E+11,31,392,8,1,2,2,0,4,0,1,2,0,2,0,1,3,the london 2012 olympic games are rapidly approaching and we're proud to be partnering with team usa. we discovered that performance team member janet evans has been a bmw enthusiast for years. watch more here.
BMWUSA,3.10E+11,94,1117,68,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"at bmw we make our cars for any size person.  even giants.  congrats to super bowl xlvi champions, the new york giants, and to the new england patriots on a game well played."
BMWUSA,3.10E+11,101,803,39,7,3,1,0,0,0,0,0,0,0,0,0,2,"it's game day! and the little youngster in this video can hardly contain himself. check out our 3 series ""series"" - airing in select regions during the super bowl."
BMWUSA,3.10E+11,146,727,73,6,5,2,0,1,0,0,1,0,1,0,0,1,tomorrow is super bowl sunday.  bmw will air one of these 6 videos during the big game in select cities. which one is your favorite?
BMWUSA,3.10E+11,27,470,19,6,3,1,0,0,0,0,0,0,0,0,0,2,"our 3 series ""series"" has made it onto the wall street journal blog ""driver's seat."" check out the article and videos here. we'll be running one of these spots in select regions during the super bowl, so keep an eye out this sunday during the game."
BMWUSA,3.10E+11,127,510,45,4,7,2,0,3,0,1,2,0,2,0,1,5,"the all-new bmw 3 series is almost here.  and to celebrate, we're excited to share our 3 series series.  watch all 6 videos.  "
BMWUSA,3.10E+11,0,274,24,2,-1,NA,0,0,0,0,0,0,2,0,0,1,"we're out at the philadelphia and washington, dc auto shows where we are featuring the latest and best bmw has to offer, including the all new 3 series.  if you're in the area, be sure to stop by and say hello."
BMWUSA,3.10E+11,11,218,16,7,1,-3,0,0,0,0,0,0,1,0,1,1,"the 50th rolex24 at daytona has just finished. for the chip ganassi racing with felix sabates team it was a hard fought race at the front of the pack until gearbox issues slowed scott pruett in the no. 01 car in the last 75 minutes of the raceÖending any chance at a podium finish.  the no. 02 car with juan pablo montoya driving finished in fourth. in the gt class, the turner motorsport m3 finished the 24 hour race in 16th position. the next race in the bmw season is the 60th 12 hours of sebring on saturday march 17th."
BMWUSA,3.10E+11,80,938,25,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMWUSA,3.10E+11,13,311,21,7,2,1,1,2,0,1,2,1,2,1,1,2,"the sun has risen after 13 hours of darkness at the 50th rolex24 at daytona. at hour 15 with 470 laps completed, the bmw cars are still running strong. the ganassi racing no. 01 is running in 3rd place and the no. 02 is in 6th place (5 laps down). overall victory is still within reach for the no. 01 car. turner motorsport no. 93 m3 is in 14th place and running well. only 9 hours to go."
BMWUSA,3.10E+11,0,238,10,7,NA,NA,0,0,0,0,0,0,1,0,0,1,"last post from the 50th rolex24 at daytona for tonight: with a little over 7:30 hours completed, scott pruett is back in the no. 01 ganassi riley powered by bmw and is in 4th position. the no.02 ganassi car is currently in p6. bill auberlen in the no. 93 turner motorsport m3 is holding p13 in class (2 laps down from the leader). here are the last few photos before we say good night."
BMWUSA,3.10E+11,80,938,25,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMWUSA,3.10E+11,80,938,25,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMWUSA,3.10E+11,80,938,25,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMWUSA,3.10E+11,115,1331,38,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMWUSA,3.10E+11,115,1331,38,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BMWUSA,3.10E+11,30,439,20,4,3,1,0,3,0,1,1,0,1,0,1,1,the road trip ends here; the site of the 2012 grand-am rolex 24.  the m5 will be official pace car of the bmw performance 200 tomorrow and will be displayed at the track throughout the weekend.  stay tuned for photos from the event and follow us or search #bmwm5roadtrip on instagram to see all of the photos from our journey.
BMWUSA,3.10E+11,23,403,24,3,2,1,0,1,0,1,1,0,3,0,2,1,day 2 on the m5 road trip to daytona for the 2012 grand-am rolex 24. we're making a quick stop at the bmw performance center down in south carolina to prep for our pace car duties. follow us or search #bmwm5roadtrip on instagram to catch the rest of our journey.
BMWUSA,3.10E+11,33,514,28,2,3,1,0,1,0,1,1,0,2,0,2,0,day 1 on the m5 road trip to daytona for the 2012 grand-am rolex 24.  weíre rolling through the nation's capital.  follow us or search #bmwm5roadtrip on instagram to catch the rest of our journey.
BMWUSA,3.10E+11,194,766,56,1,3,1,0,2,0,1,1,1,1,0,1,1,"starting tomorrow, follow bmw m brand manager matt russell as he takes the all new m5 on a road trip from bmw's north american headquarters in new jersey to the 2012 grand-am rolex 24 in daytona where it will serve as the pace car for the bmw performance 200. follow us or search #bmwm5roadtrip on instagram for photos of his journey."
